672	10	187
672	11	187
674	1	187
674	2	187
674	3	187
674	4	187
674	5	187
674	6	187
674	7	187
674	8	187
674	9	97
674	10	62
676	1	187
676	2	187
676	3	62
676	4	109
676	5	109
676	6	187
676	7	187
676	8	187
676	9	187
676	10	187
676	11	187
678	1	187
678	2	187
678	3	187
678	4	108
678	5	187
678	6	109
678	7	187
678	8	109
679	1	187
679	2	187
679	3	187
679	4	109
679	5	187
679	6	187
682	1	187
682	2	187
682	3	187
682	4	187
682	5	187
682	6	187
682	7	187
682	8	187
682	9	109
682	10	109
682	11	109
682	12	109
682	13	62
683	1	187
683	2	187
683	3	187
683	4	97
683	5	62
683	6	62
683	7	187
683	8	187
683	9	109
683	10	187
684	1	187
684	2	187
684	3	187
685	1	161
685	2	161
685	3	161
685	4	161
685	5	274
686	1	187
686	2	187
686	3	161
686	4	161
686	5	187
686	6	187
686	7	187
686	8	187
686	9	187
686	10	161
686	11	62
686	12	187
686	13	187
686	14	187
687	1	223
687	2	168
687	3	57
687	4	62
687	5	62
687	6	62
687	7	62
687	8	62
689	1	187
689	2	223
689	3	168
689	4	118
689	5	204
689	6	187
689	7	187
689	8	187
689	9	187
689	10	187
689	11	187
690	1	223
690	2	168
690	3	118
690	4	118
690	5	187
690	6	187
690	7	187
690	8	187
690	9	187
690	10	62
692	1	62
692	2	109
692	3	109
692	4	62
692	5	187
692	6	187
692	7	187
692	8	62
692	9	97
692	10	97
692	11	97
693	1	187
693	2	187
693	3	187
693	4	187
693	5	223
693	6	118
693	7	204
693	8	187
694	1	187
694	2	223
694	3	57
694	4	187
694	5	259
694	6	62
694	7	62
694	8	187
696	1	187
696	2	187
696	3	187
696	4	161
696	5	187
696	6	187
696	7	161
696	8	187
696	9	187
696	10	187
696	11	161
696	12	187
696	13	161
696	14	62
696	15	187
698	1	62
698	2	161
698	3	161
698	4	109
698	5	109
698	6	109
698	7	97
698	8	97
700	1	109
700	2	109
700	3	62
700	4	274
700	5	187
700	6	187
700	7	187
700	8	187
700	9	187
700	10	187
700	11	97
700	12	187
702	1	187
702	2	187
702	3	187
702	4	187
702	5	187
702	6	187
702	7	187
702	8	187
702	9	187
702	10	187
702	11	109
702	12	109
702	13	62
702	14	62
702	15	187
702	16	104
702	17	187
704	1	187
704	2	187
704	3	187
704	4	187
704	5	187
704	6	109
704	7	109
704	8	62
704	9	187
704	10	187
704	11	187
704	12	109
704	13	187
705	1	187
705	2	187
705	3	187
705	4	187
705	5	187
705	6	187
705	7	187
705	8	187
705	9	187
705	10	187
705	11	62
705	12	109
705	13	109
705	14	109
705	15	108
705	16	108
705	17	108
705	18	187
708	1	187
708	2	187
708	3	187
708	4	187
708	5	187
708	6	187
708	7	123
708	8	109
708	9	187
708	10	161
708	11	161
708	12	161
708	13	161
708	14	97
708	15	62
708	16	62
708	17	187
709	1	223
709	2	62
709	3	62
709	4	118
709	5	204
709	6	62
712	1	187
712	2	187
712	3	187
712	4	187
712	5	187
712	6	161
712	7	109
712	8	108
712	9	187
712	10	62
712	11	109
712	12	187
714	1	187
714	2	265
714	3	258
714	4	258
714	5	118
714	6	265
714	7	187
714	8	187
714	9	187
714	10	187
714	11	187
715	1	187
715	2	187
715	3	187
715	4	187
715	5	161
715	6	187
715	7	97
715	8	62
715	9	62
716	1	187
716	2	187
716	3	187
716	4	187
716	5	187
716	6	187
716	7	187
716	8	187
716	9	62
716	10	161
716	11	161
716	12	187
717	1	187
717	2	187
717	3	187
717	4	187
717	5	187
717	6	187
717	7	161
717	8	161
717	9	161
718	1	187
718	2	187
718	3	187
718	4	62
718	5	187
718	6	187
718	7	187
718	8	187
718	9	62
719	1	187
719	2	187
719	3	161
719	4	187
719	5	187
719	6	187
723	1	187
723	2	187
723	3	187
723	4	187
723	5	187
723	6	187
723	7	187
723	8	62
723	9	109
723	10	109
723	11	109
723	12	187
725	1	187
725	2	187
725	3	187
726	1	109
726	2	62
726	3	187
726	4	187
726	5	187
726	6	187
726	7	108
726	8	187
726	9	187
726	10	187
726	11	187
726	12	187
726	13	187
726	14	187
728	1	223
728	2	62
728	3	109
728	4	109
728	5	62
728	6	187
728	7	187
728	8	62
731	1	60
731	2	168
731	3	57
731	4	258
732	1	187
732	2	187
732	3	187
732	4	187
732	5	161
732	6	62
732	7	109
732	8	187
732	9	109
736	1	187
736	2	187
736	3	109
736	4	161
736	5	187
736	6	187
736	7	187
736	8	187
736	9	187
736	10	187
736	11	62
736	12	109
736	13	109
736	14	109
736	15	187
737	1	118
737	2	223
737	3	62
737	4	187
737	5	187
737	6	187
737	7	187
737	8	187
737	9	187
737	10	274
738	1	187
738	2	187
738	3	187
738	4	187
738	5	109
738	6	187
738	7	161
738	8	187
739	1	62
739	2	109
739	3	118
739	4	223
739	5	223
739	6	60
739	7	62
739	8	274
742	1	187
742	2	187
742	3	187
742	4	187
742	5	187
742	6	187
742	7	187
742	8	62
742	9	161
754	1	187
754	2	187
754	3	187
754	4	62
754	5	118
754	6	187
754	7	62
767	1	187
767	2	187
767	3	187
767	4	187
767	5	187
767	6	187
767	7	187
767	8	187
767	9	161
767	10	187
768	1	187
768	2	187
768	3	187
768	4	187
768	5	161
768	6	161
768	7	223
768	8	118
768	9	118
768	10	97
768	11	204
778	1	187
778	2	187
779	1	187
779	2	187
779	3	87
779	4	109
779	5	187
779	6	62
780	1	187
780	2	187
781	1	187
781	2	187
783	1	187
783	2	187
784	1	187
784	2	187
784	3	62
784	4	187
784	5	161
786	1	187
786	2	187
786	3	97
788	1	187
788	2	187
788	3	187
789	1	187
789	2	109
789	3	187
789	4	187
789	5	62
790	1	187
790	2	187
791	1	187
791	2	187
792	1	187
792	2	187
792	3	187
792	4	62
793	1	187
793	2	62
793	3	118
793	4	161
794	1	187
794	2	187
795	1	187
795	2	187
796	1	187
797	1	187
797	2	187
797	3	87
797	4	62
798	1	187
798	2	187
799	1	187
799	2	223
799	3	62
799	4	187
800	1	187
800	2	187
800	3	274
800	4	109
801	1	187
801	2	187
801	3	87
802	1	187
802	2	187
803	1	187
803	2	187
803	3	187
803	4	187
803	5	62
804	1	187
804	2	187
805	1	187
805	2	187
806	1	187
806	2	60
806	3	109
806	4	62
806	5	187
806	6	187
807	1	187
807	2	187
808	1	187
808	2	187
809	1	187
809	2	187
810	1	187
810	2	187
811	1	187
811	2	187
811	3	62
811	4	274
811	5	109
812	1	187
812	2	87
812	3	109
812	4	62
812	5	187
813	1	187
813	2	60
813	3	204
813	4	204
813	5	187
815	1	187
815	2	187
815	3	204
815	4	60
817	1	187
817	2	187
817	3	118
817	4	204
817	5	204
818	1	187
818	2	187
818	3	118
818	4	204
818	5	204
819	1	187
819	2	60
819	3	118
819	4	118
819	5	204
819	6	204
821	1	187
821	2	223
821	3	187
821	4	187
822	1	187
822	2	60
822	3	109
822	4	109
822	5	187
823	1	187
823	2	187
824	1	187
824	2	187
825	1	187
825	2	87
825	3	62
825	4	161
825	5	258
825	6	187
826	1	187
826	2	60
826	3	62
826	4	118
827	1	187
827	2	62
827	3	187
828	1	187
828	2	109
828	3	161
828	4	187
828	5	109
828	6	109
828	7	187
828	8	187
828	9	62
829	1	187
829	2	62
829	3	187
829	4	109
829	5	187
830	1	187
830	2	187
830	3	87
831	1	187
831	2	161
831	3	62
831	4	109
832	1	187
832	2	60
832	3	109
832	4	187
833	1	187
833	2	60
833	3	109
833	4	62
833	5	62
833	6	118
833	7	187
834	1	109
834	2	187
834	3	118
834	4	118
834	5	62
835	1	187
835	2	187
835	3	87
836	1	187
836	2	187
837	1	187
837	2	187
837	3	62
837	4	87
838	1	187
838	2	187
838	3	187
838	4	62
841	1	187
841	2	187
841	3	187
841	4	109
841	5	161
841	6	62
841	7	109
841	8	187
842	1	187
842	2	187
842	3	187
842	4	62
842	5	109
842	6	187
843	1	187
843	2	62
843	3	109
843	4	187
844	1	187
844	2	187
844	3	187
845	1	187
845	2	187
845	3	161
845	4	62
845	5	109
845	6	187
846	1	187
846	2	187
846	3	161
846	4	274
846	5	62
847	1	187
847	2	187
847	3	187
847	4	109
847	5	62
847	6	187
848	1	187
848	2	187
848	3	62
848	4	187
849	1	187
849	2	187
849	3	62
850	1	187
850	2	187
850	3	62
850	4	87
851	1	187
851	2	187
851	3	109
851	4	62
851	5	62
851	6	187
851	7	109
852	1	187
852	2	187
852	3	109
852	4	62
852	5	109
853	1	187
853	2	109
853	3	62
853	4	161
853	5	187
854	1	187
854	2	62
854	3	187
855	1	187
855	2	62
855	3	187
855	4	161
856	1	187
856	2	118
856	3	161
856	4	161
857	1	187
857	2	187
857	3	62
857	4	187
858	1	187
858	2	187
858	3	187
858	4	187
859	1	187
859	2	187
859	3	187
861	1	187
861	2	187
862	1	187
862	2	187
862	3	109
862	4	62
862	5	187
863	1	187
863	2	109
863	3	187
863	4	109
863	5	62
863	6	274
864	1	187
864	2	187
864	3	187
865	1	187
865	2	161
865	3	109
865	4	187
865	5	274
865	6	62
865	7	109
868	1	187
868	2	187
868	3	274
869	1	187
869	2	109
869	3	187
869	4	187
871	1	187
871	2	109
871	3	109
871	4	187
871	5	97
871	6	97
871	7	62
871	8	187
872	1	187
872	2	187
872	3	187
873	1	187
873	2	187
873	3	187
873	4	187
875	1	187
875	2	187
875	3	187
875	4	187
875	5	187
879	1	187
879	2	109
879	3	161
879	4	187
879	5	187
879	6	109
879	7	109
879	8	187
885	1	187
885	2	187
885	3	62
885	4	187
892	1	187
892	2	187
892	3	187
892	4	62
893	1	187
893	2	187
893	3	187
893	4	109
893	5	62
894	1	187
894	2	187
894	3	187
894	4	187
895	1	187
895	2	187
895	3	187
895	4	187
895	5	187
895	6	187
895	7	161
896	1	187
896	2	187
897	1	187
897	2	187
897	3	187
897	4	187
899	1	187
899	2	187
899	3	187
899	4	187
899	5	187
900	1	187
900	2	187
900	3	187
900	4	187
901	1	187
901	2	187
901	3	118
901	4	204
904	1	187
904	2	118
904	3	204
905	1	187
905	2	118
905	3	204
905	4	108
905	5	187
906	1	187
906	2	118
906	3	118
906	4	187
906	5	204
906	6	204
906	7	204
907	1	187
907	2	118
907	3	118
907	4	204
907	5	187
908	1	187
908	2	118
908	3	204
908	4	204
908	5	187
909	1	187
909	2	187
909	3	118
910	1	187
910	2	187
910	3	187
910	4	187
912	1	187
912	2	118
912	3	204
912	4	204
912	5	204
914	1	187
914	2	187
915	1	187
915	2	187
916	1	187
916	2	187
916	3	187
917	1	187
917	2	161
917	3	187
918	1	187
918	2	187
919	1	187
919	2	187
919	3	187
921	1	187
921	2	187
921	3	187
921	4	187
922	1	187
922	2	118
922	3	118
922	4	204
922	5	204
922	6	204
922	7	187
923	1	187
923	2	118
923	3	204
923	4	204
923	5	187
924	1	187
924	2	223
924	3	118
924	4	204
924	5	204
925	1	187
925	2	187
925	3	118
925	4	204
925	5	204
926	1	187
926	2	187
926	3	118
926	4	204
926	5	204
926	6	204
927	1	187
927	2	161
927	3	118
927	4	187
928	1	187
928	2	161
928	3	118
929	1	187
929	2	62
929	3	118
929	4	118
929	5	161
929	6	187
930	1	187
930	2	118
930	3	187
931	1	187
931	2	187
932	1	187
932	2	87
932	3	187
933	1	187
933	2	187
934	1	187
934	2	187
935	1	187
935	2	187
935	3	87
936	1	187
936	2	187
936	3	87
937	1	187
937	2	187
938	1	187
938	2	87
938	3	87
939	1	187
939	2	161
939	3	187
941	1	187
941	2	118
941	3	62
941	4	87
942	1	187
942	2	161
942	3	118
942	4	118
942	5	62
942	6	204
942	7	187
943	1	187
943	2	187
943	3	118
943	4	87
944	1	187
944	2	161
944	3	118
944	4	118
947	1	187
947	2	187
947	3	118
947	4	118
947	5	62
948	1	187
948	2	118
948	3	187
949	1	187
949	2	161
949	3	187
950	1	187
950	2	161
950	3	123
951	1	187
951	2	161
951	3	123
952	1	187
952	2	161
952	3	187
953	1	187
953	2	187
953	3	161
953	4	123
955	1	187
955	2	187
955	3	123
955	4	118
955	5	161
957	1	187
957	2	161
957	3	187
957	4	62
958	1	187
958	2	161
958	3	123
959	1	187
959	2	161
959	3	187
960	1	187
960	2	187
960	3	87
961	1	187
961	2	187
961	3	87
962	1	187
962	2	223
962	3	187
963	1	187
963	2	187
963	3	62
965	1	187
965	2	187
965	3	62
966	1	60
966	2	187
966	3	187
966	4	258
966	5	168
967	1	187
967	2	187
967	3	258
967	4	161
969	1	187
969	2	187
969	3	118
970	1	187
970	2	187
971	1	187
971	2	187
991	1	187
991	2	187
991	3	123
992	1	187
992	2	187
992	3	123
993	1	187
993	2	187
993	3	87
994	1	187
994	2	187
994	3	274
995	1	187
995	2	161
995	3	274
995	4	187
996	1	187
996	2	161
996	3	187
997	1	187
997	2	187
998	1	187
998	2	187
998	3	62
999	1	187
999	2	265
999	3	118
999	4	187
999	5	118
999	6	87
1000	1	187
1000	2	87
1000	3	161
1000	4	187
1000	5	62
1001	1	187
1001	2	187
1001	3	87
1001	4	161
1001	5	62
1003	1	187
1003	2	187
1003	3	87
1003	4	87
1003	5	161
1003	6	223
1004	1	187
1004	2	87
1004	3	161
1004	4	187
1004	5	62
1005	1	187
1005	2	87
1005	3	87
1005	4	187
1005	5	223
1005	6	118
1005	7	258
1006	1	87
1006	2	187
1006	3	161
1006	4	187
1006	5	62
1007	1	187
1007	2	87
1007	3	187
1007	4	161
1007	5	62
1008	1	187
1008	2	87
1008	3	187
1008	4	161
1008	5	62
1009	1	187
1009	2	87
1009	3	87
1009	4	187
1009	5	187
1009	6	62
1010	1	187
1010	2	87
1010	3	87
1010	4	187
1010	5	187
1010	6	187
1010	7	62
1011	1	187
1011	2	87
1011	3	187
1015	1	200
1015	2	200
1015	3	204
1015	4	75
1026	1	109
1026	2	109
1026	3	109
1026	4	123
1026	5	62
1026	6	62
1029	1	109
1029	2	109
1029	3	123
1029	4	187
1029	5	62
1029	6	62
1030	1	259
1030	2	223
1030	3	62
1030	4	109
1030	5	109
1030	6	161
1033	1	62
1033	2	62
1033	3	223
1033	4	97
1037	1	109
1037	2	109
1037	3	109
1037	4	161
1037	5	109
1037	6	87
1037	7	62
1037	8	97
1039	1	109
1039	2	87
1039	3	109
1039	4	97
1039	5	62
1039	6	87
1039	7	109
1039	8	109
1040	1	161
1040	2	62
1040	3	62
1040	4	62
1040	5	62
1041	1	62
1041	2	258
1041	3	258
1041	4	258
1041	5	223
1041	6	223
1049	1	223
1049	2	258
1049	3	62
1053	1	109
1053	2	109
1053	3	109
1053	4	62
1056	1	258
1056	2	62
1056	3	62
1056	4	161
1056	5	87
1056	6	87
1056	7	87
1056	8	87
1056	9	87
1060	1	161
1060	2	265
1060	3	258
1060	4	109
1060	5	109
1060	6	109
1060	7	109
1060	8	258
1060	9	258
1060	10	62
1069	1	109
1069	2	109
1069	3	109
1069	4	109
1069	5	87
1069	6	62
1071	1	258
1071	2	62
1071	3	258
1071	4	258
1071	5	62
1071	6	223
1071	7	223
1072	1	258
1072	2	258
1072	3	97
1072	4	109
1072	5	109
1072	6	109
1072	7	109
1072	8	258
1072	9	223
1072	10	223
1072	11	62
1074	1	258
1074	2	161
1074	3	258
1074	4	118
1074	5	62
1074	6	62
1074	7	62
1074	8	109
1074	9	62
1075	1	109
1075	2	109
1075	3	97
1075	4	109
1075	5	109
1075	6	62
1075	7	62
1079	1	109
1079	2	109
1079	3	109
1079	4	109
1079	5	62
1079	6	223
1079	7	223
1081	1	258
1081	2	258
1081	3	258
1081	4	258
1081	5	62
1081	6	62
1081	7	62
1081	8	62
1081	9	258
1084	1	109
1084	2	62
1084	3	109
1084	4	109
1084	5	109
1084	6	123
1084	7	123
1084	8	62
1084	9	62
1085	1	109
1085	2	109
1085	3	87
1085	4	109
1085	5	62
1085	6	123
1086	1	109
1086	2	109
1086	3	109
1086	4	109
1086	5	87
1086	6	62
1086	7	274
1087	1	109
1087	2	109
1087	3	161
1087	4	109
1087	5	87
1087	6	87
1087	7	62
1088	1	109
1088	2	109
1088	3	109
1088	4	123
1088	5	87
1088	6	62
1089	1	258
1089	2	258
1089	3	258
1089	4	258
1089	5	258
1089	6	62
1089	7	62
1089	8	223
1089	9	60
1090	1	62
1090	2	109
1090	3	109
1090	4	223
1091	1	109
1091	2	109
1091	3	109
1091	4	109
1091	5	109
1091	6	109
1091	7	258
1091	8	62
1091	9	109
1091	10	60
1091	11	60
1091	12	161
1092	1	60
1092	2	60
1092	3	60
1092	4	223
1092	5	62
1092	6	109
1092	7	109
1092	8	109
1092	9	109
1094	1	62
1094	2	97
1094	3	123
1094	4	109
1094	5	168
1094	6	258
1094	7	187
1094	8	60
1096	1	258
1096	2	258
1096	3	223
1096	4	223
1096	5	109
1096	6	62
1096	7	62
1096	8	109
1096	9	62
1096	10	62
1096	11	258
1098	1	62
1098	2	109
1098	3	109
1098	4	62
1098	5	187
1098	6	62
1099	1	97
1099	2	109
1099	3	109
1099	4	109
1099	5	109
1099	6	109
1099	7	62
1099	8	223
1099	9	62
1100	1	109
1100	2	109
1100	3	109
1100	4	123
1100	5	97
1100	6	97
1100	7	62
1100	8	62
1101	1	109
1101	2	62
1101	3	161
1101	4	109
1101	5	97
1101	6	87
1101	7	109
1103	1	109
1103	2	97
1103	3	87
1103	4	87
1103	5	62
1106	1	62
1106	2	62
1106	3	62
1106	4	223
1107	1	109
1107	2	109
1107	3	62
1107	4	109
1107	5	87
1107	6	109
1107	7	123
1108	1	259
1108	2	62
1108	3	62
1108	4	223
1109	1	109
1109	2	109
1109	3	62
1109	4	87
1109	5	109
1109	6	109
1109	7	109
1110	1	223
1110	2	62
1110	3	62
1111	1	109
1111	2	97
1111	3	87
1111	4	87
1111	5	109
1111	6	161
1111	7	109
1111	8	109
1111	9	62
1111	10	97
1111	11	161
1113	1	259
1113	2	62
1113	3	62
1113	4	258
1113	5	258
1113	6	161
1113	7	62
1113	8	223
1113	9	109
1114	1	109
1114	2	109
1114	3	161
1114	4	87
1114	5	123
1114	6	123
1114	7	97
1114	8	109
1114	9	62
1114	10	109
1114	11	62
1115	1	259
1115	2	259
1115	3	62
1115	4	109
1115	5	62
1115	6	62
1115	7	258
1115	8	258
1116	1	97
1116	2	109
1116	3	109
1116	4	109
1116	5	109
1116	6	109
1116	7	87
1116	8	62
1116	9	109
1117	1	109
1117	2	109
1117	3	109
1117	4	109
1117	5	109
1117	6	109
1117	7	109
1117	8	62
1117	9	258
1117	10	258
1117	11	258
1118	1	109
1118	2	109
1118	3	109
1118	4	109
1118	5	87
1118	6	87
1118	7	87
1119	1	259
1119	2	109
1119	3	109
1119	4	123
1119	5	161
1119	6	62
1119	7	62
1121	1	258
1121	2	109
1121	3	62
1121	4	109
1121	5	62
1121	6	109
1121	7	109
1122	1	109
1122	2	87
1122	3	62
1122	4	62
1123	1	62
1123	2	258
1123	3	258
1123	4	258
1123	5	62
1123	6	223
1124	1	109
1124	2	87
1124	3	274
1124	4	109
1124	5	109
1125	1	109
1125	2	109
1125	3	258
1125	4	258
1125	5	62
1125	6	62
1125	7	223
1125	8	223
1125	9	223
1126	1	109
1126	2	87
1126	3	87
1126	4	274
1126	5	87
1127	1	62
1127	2	258
1127	3	258
1127	4	258
1127	5	223
1127	6	62
1127	7	161
1128	1	109
1128	2	109
1128	3	109
1128	4	109
1128	5	274
1128	6	109
1129	1	62
1129	2	97
1129	3	97
1129	4	97
1129	5	223
1129	6	223
1129	7	148
1129	8	148
1129	9	87
1129	10	87
1131	1	109
1131	2	87
1131	3	109
1131	4	62
1131	5	161
1132	1	258
1132	2	109
1132	3	161
1132	4	62
1132	5	223
1132	6	161
1133	1	109
1133	2	109
1133	3	97
1133	4	62
1133	5	109
1133	6	109
1134	1	258
1134	2	62
1134	3	62
1134	4	109
1134	5	168
1134	6	223
1134	7	62
1134	8	60
1134	9	60
1134	10	60
1134	11	62
1134	12	62
1136	1	118
1136	2	258
1136	3	258
1136	4	223
1136	5	109
1136	6	109
1136	7	62
1137	1	109
1137	2	109
1137	3	87
1137	4	62
1137	5	109
1137	6	109
1137	7	97
1137	8	97
1138	1	258
1138	2	258
1138	3	265
1138	4	62
1138	5	62
1138	6	109
1138	7	109
1138	8	97
1139	1	109
1139	2	109
1139	3	97
1139	4	109
1139	5	87
1139	6	109
1139	7	109
1139	8	62
1139	9	62
1140	1	62
1140	2	97
1140	3	161
1140	4	109
1140	5	109
1140	6	109
1140	7	258
1140	8	62
1140	9	258
1142	1	109
1142	2	109
1142	3	109
1142	4	123
1142	5	109
1142	6	62
1143	1	258
1143	2	258
1143	3	258
1143	4	60
1143	5	223
1143	6	62
1143	7	258
1144	1	109
1144	2	97
1144	3	97
1144	4	97
1144	5	109
1144	6	109
1144	7	62
1145	1	258
1145	2	258
1145	3	258
1145	4	62
1145	5	223
1146	1	109
1146	2	87
1146	3	109
1146	4	97
1146	5	109
1146	6	109
1146	7	62
1147	1	109
1147	2	97
1147	3	109
1147	4	161
1147	5	62
1147	6	62
1147	7	62
1147	8	62
1148	1	109
1148	2	97
1148	3	109
1148	4	62
1149	1	62
1149	2	62
1149	3	109
1149	4	62
1149	5	97
1149	6	161
1152	1	109
1152	2	97
1152	3	109
1152	4	109
1152	5	109
1152	6	109
1152	7	62
1153	1	109
1153	2	97
1153	3	161
1153	4	109
1153	5	161
1153	6	62
1154	1	109
1154	2	109
1154	3	62
1154	4	258
1155	1	109
1155	2	97
1155	3	109
1155	4	87
1155	5	109
1155	6	109
1155	7	62
1156	1	265
1156	2	258
1156	3	258
1156	4	62
1156	5	223
1156	6	223
1157	1	109
1157	2	109
1157	3	97
1157	4	109
1157	5	87
1157	6	87
1157	7	62
1157	8	87
1158	1	258
1158	2	258
1158	3	62
1158	4	109
1158	5	109
1158	6	109
1159	1	109
1159	2	62
1159	3	109
1159	4	87
1159	5	109
1159	6	62
1159	7	109
1159	8	109
1160	1	62
1160	2	62
1160	3	109
1160	4	109
1160	5	258
1160	6	62
1166	1	109
1166	2	109
1166	3	62
1166	4	97
1167	1	97
1167	2	109
1167	3	109
1167	4	109
1167	5	258
1167	6	62
1167	7	109
1167	8	87
1168	1	109
1168	2	97
1168	3	109
1168	4	109
1168	5	161
1168	6	87
1168	7	62
1169	1	259
1169	2	259
1169	3	109
1169	4	109
1169	5	109
1169	6	62
1169	7	62
1169	8	62
1169	9	60
1169	10	223
1170	1	109
1170	2	109
1170	3	87
1170	4	87
1170	5	62
1170	6	97
1170	7	62
1171	1	118
1171	2	258
1171	3	258
1171	4	258
1171	5	62
1171	6	223
1171	7	258
1171	8	109
1172	1	109
1172	2	109
1172	3	87
1172	4	109
1172	5	97
1172	6	62
1175	1	109
1175	2	87
1175	3	109
1175	4	109
1175	5	97
1175	6	62
1176	1	258
1176	2	258
1176	3	62
1176	4	62
1176	5	109
1176	6	109
1176	7	109
1176	8	109
1176	9	109
1176	10	109
1176	11	62
1176	12	62
1176	13	62
1177	1	259
1177	2	259
1177	3	258
1177	4	62
1177	5	62
1177	6	187
1177	7	62
1177	8	223
1177	9	161
1179	1	109
1179	2	109
1179	3	109
1179	4	97
1179	5	109
1179	6	97
1179	7	62
1183	1	109
1183	2	109
1183	3	97
1183	4	109
1183	5	109
1183	6	109
1183	7	62
1184	1	97
1184	2	258
1184	3	258
1184	4	223
1184	5	62
1185	1	265
1185	2	258
1185	3	258
1185	4	223
1185	5	258
1185	6	258
1185	7	258
1185	8	223
1185	9	223
1187	1	109
1187	2	97
1187	3	109
1187	4	62
1188	1	258
1188	2	258
1188	3	258
1188	4	97
1188	5	62
1188	6	62
1188	7	62
1188	8	62
1188	9	62
1188	10	223
1189	1	109
1189	2	109
1189	3	109
1189	4	109
1189	5	87
1189	6	109
1189	7	87
1189	8	109
1189	9	109
1189	10	109
1189	11	87
1189	12	62
1190	1	62
1190	2	60
1190	3	60
1190	4	223
1190	5	62
1190	6	187
1190	7	62
1190	8	109
1190	9	258
1191	1	109
1191	2	109
1191	3	109
1191	4	97
1191	5	109
1191	6	274
